AdrID,EGID,Kantonskuerzel,Grundstuecksnummer,Strasse,Nummer,PLZ,Ort,Name,EKoordinate,NKoordinate,Status,Bauperiode,Flaeche,Geschosse,Zivilschutzraum,Heizung,Datum_Heizung
100000014,11514442,SH,10,Im Höfli,4,8234,Stetten SH,,2691697.432,1288451.961,bestehend,1996-2000,244,2,,Wärmepumpe für ein Geb.,2002-09-05
100000030,11527411,SH,16,Wolfackerweg,6,8223,Guntmadingen,,2683906.229,1282349.806,bestehend,1919-1945,110,3,,Heizkessel (gene.) für ein Geb.,2002-09-05
100000059,11527471,SH,1274,Wasserbrunnen,9,8235,Lohn SH,,2692655.994,1290142.303,bestehend,1996-2000,142,3,,Wärmepumpe für ein Geb.,2002-09-05
100000068,11527489,SH,3108,Benzeweg,63,8222,Beringen,,2686721.391,1283553.245,bestehend,1996-2000,102,2,,Heizkessel (gene.) für ein Geb.,2002-09-05
100000083,11527532,SH,2479,Bruggsteg,7,8260,Stein am Rhein,,2706767.644,1279263.787,bestehend,1996-2000,93,3,,Heizkessel (gene.) für ein Geb.,2002-09-05
100000111,11513953,SH,906,Neudörflingerstrasse,21,8239,Dörflingen,,2696263.852,1285103.176,bestehend,1996-2000,103,2,,Wärmetauscher für ein Geb.,2002-09-05
100000501,11515547,SH,276,Laag,118,8239,Dörflingen,,2696342.149,1283365.433,bestehend,1919-1945,66,2,,Heizkessel (gene.) für ein Geb.,2002-09-05
100000658,11513728,SH,10661,Hauentalstrasse,30,8200,Schaffhausen,,2689093.503,1285060.908,bestehend,2001-2005,140,2,,Heizkessel (gene.) für ein Geb.,2002-09-05
100000662,11513738,SH,3231,Schwärziweg,8,8222,Beringen,,2685791.865,1283554.082,bestehend,1996-2000,80,2,,Heizkessel (gene.) für ein Geb.,2002-09-05
100000663,11513739,SH,3131,Schwärziweg,6,8222,Beringen,,2685784.674,1283554.438,bestehend,1996-2000,80,2,,Wärmepumpe für ein Geb.,2002-09-05
100000905,11527662,SH,418,Im Oberfeld,20,8261,Hemishofen,,2704860.249,1281396.069,bestehend,1996-2000,85,2,,Wärmepumpe für ein Geb.,2002-09-05
100000988,11526756,SH,375,Oberdorf,13,8222,Beringen,,2685219.835,1283768.685,bestehend,Vor 1919,288,3,,Heizkessel (gene.) für ein Geb.,2002-09-05
100000989,11526757,SH,318,Liiberackerweg,3,8223,Guntmadingen,,2684057.488,1282024.083,bestehend,1996-2000,102,2,,Wärmepumpe für ein Geb.,2002-09-05
100001525,11513844,SH,3366,Zieglerweg,2b,8240,Thayngen,,2694919.658,1289616.47,bestehend,1996-2000,122,2,,Heizkessel (gene.) für ein Geb.,2002-09-05
100001820,11514741,SH,102,Gehr,3,8224,Löhningen,,2683771.042,1283877.547,bestehend,1996-2000,130,2,,Heizkessel (gene.) für ein Geb.,2002-09-05
100002324,2023223,SH,72,Bettackerweg,6a,8223,Guntmadingen,,2684097.266,1282152.219,bestehend,Vor 1919,118,2,,Ofen,2002-09-05
100002693,11514925,SH,2447,Hofwisenstrasse,17,8260,Stein am Rhein,,2706400.498,1278757.908,bestehend,1996-2000,1938,2,,Heizkessel (gene.) für ein Geb.,2002-09-05
100002726,11527724,SH,417,Im Oberfeld,18,8261,Hemishofen,,2704848.15,1281408.948,bestehend,1996-2000,85,2,,Elektro-Zentralheizung ein Geb.,2002-09-05
100002845,11527119,SH,21807,Dachsenbüelstrasse,18,8200,Schaffhausen,,2690366.044,1286502.984,bestehend,1996-2000,106,2,,Heizkessel (gene.) für ein Geb.,2002-09-05
100002846,11527122,SH,927,In der Au,7,8225,Siblingen,,2681138.786,1285241.073,bestehend,1996-2000,100,2,,Wärmetauscher für ein Geb.,2018-10-08
100003211,11524917,SH,2009,Kasinogässchen,19,8200,Schaffhausen,Vordersteig Kleinkinderschule,2689401.488,1283588.096,bestehend,Vor 1919,194,3,,Heizkessel kond. für ein Geb.,2021-04-05
100003212,11524918,SH,1335,Im Riet,21,8200,Schaffhausen,,2688219.936,1284251.555,bestehend,Vor 1919,42,2,,Heizkessel (gene.) für ein Geb.,2002-09-05
100003215,11524932,SH,10,Mühleweg,4,8240,Thayngen,,2695106.69,1289431.397,bestehend,1996-2000,75,2,,Heizkessel (gen.) für mehr. Geb.,2002-09-05
100003460,11515407,SH,1282,Alemannenweg,521,8262,Ramsen,,2703569.474,1284878.34,bestehend,1996-2000,115,2,,Wärmepumpe für ein Geb.,2002-09-05
100003804,11518628,SH,10011,Felsenaustrasse,39,8200,Schaffhausen,,2689459.083,1285160.071,bestehend,1996-2000,49,2,,Wärmetauscher für ein Geb.,2002-09-05
100007780,11516516,SH,830,Kirchackerweg,23,8232,Merishausen,,2687446.998,1290728.572,bestehend,1996-2000,147,2,,Ofen,2002-09-05
100140759,475992,SH,656,Sandgrubenstrasse,11,8455,Rüdlingen,Sandgrubenstrasse,2684920.125,1271239.958,bestehend,1961-1970,324,1,,Wärmepumpe für ein Geb.,2001-11-29
100220519,191556292,SH,1294,Chapfweg,14,8214,Gächlingen,,2679792.053,1284539.834,bestehend,Nach 2015,138,2,,Wärmepumpe für ein Geb.,2016-03-11
100240058,475719,SH,673,Zollstrasse,70,8212,Neuhausen am Rheinfall,,2687508.654,1281533.878,bestehend,1919-1945,106,3,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240059,475722,SH,1574,Schützenstrasse,21,8212,Neuhausen am Rheinfall,,2687558.084,1281636.482,bestehend,1919-1945,160,3,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240060,475723,SH,1575,Schützenstrasse,23,8212,Neuhausen am Rheinfall,,2687535.428,1281621.219,bestehend,1919-1945,161,3,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240061,475724,SH,1576,Schützenstrasse,25,8212,Neuhausen am Rheinfall,,2687513.55,1281604.044,bestehend,1919-1945,246,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240062,475725,SH,1577,Schützenstrasse,27,8212,Neuhausen am Rheinfall,,2687487.878,1281593.026,bestehend,1961-1970,161,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240063,475726,SH,1619,Schützenstrasse,29,8212,Neuhausen am Rheinfall,,2687462.246,1281582.705,bestehend,1919-1945,159,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240064,475728,SH,1639,Schützenstrasse,33,8212,Neuhausen am Rheinfall,,2687415.7,1281570.078,bestehend,1946-1960,50,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240065,475731,SH,1827,Zollstrasse,50,8212,Neuhausen am Rheinfall,,2687740.46,1281748.058,bestehend,Vor 1919,217,3,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240066,475732,SH,189,Zollstrasse,56,8212,Neuhausen am Rheinfall,,2687660.994,1281687.576,bestehend,1971-1980,600,6,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240067,475734,SH,190,Schützenstrasse,9,8212,Neuhausen am Rheinfall,,2687698.131,1281722.895,bestehend,1961-1970,410,6,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240068,475735,SH,190,Schützenstrasse,11,8212,Neuhausen am Rheinfall,,2687678.657,1281710.338,bestehend,1961-1970,447,6,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240069,475737,SH,1622,Schützenstrasse,17,8212,Neuhausen am Rheinfall,,2687613.435,1281673.388,bestehend,1946-1960,126,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240070,475738,SH,204,Tödistrasse,1,8212,Neuhausen am Rheinfall,,2687789.46,1281826.026,abgebrochen,1919-1945,,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240071,475739,SH,207,Tödistrasse,3,8212,Neuhausen am Rheinfall,,2687768.628,1281850.093,bestehend,1919-1945,77,3,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240072,475741,SH,1227,Tödistrasse,4,8212,Neuhausen am Rheinfall,,2687798.56,1281849.05,bestehend,1919-1945,109,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240073,475743,SH,1228,Tödistrasse,6,8212,Neuhausen am Rheinfall,,2687777.791,1281873.992,bestehend,1919-1945,116,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240074,475745,SH,1240,Tödistrasse,8,8212,Neuhausen am Rheinfall,,2687766.685,1281888.33,bestehend,1919-1945,72,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240075,475746,SH,199,Neubergstrasse,41,8212,Neuhausen am Rheinfall,,2687730.43,1281851.065,bestehend,1946-1960,176,3,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240076,475747,SH,1675,Neubergstrasse,43,8212,Neuhausen am Rheinfall,,2687741.832,1281838.3,bestehend,1946-1960,177,3,,Heizkessel (gen.) für mehr. Geb.,2001-11-29
100240077,475749,SH,209,Neubergstrasse,33,8212,Neuhausen am Rheinfall,,2687793.592,1281892.752,bestehend,1946-1960,306,4,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240078,475750,SH,2595,Zollstrasse,46,8212,Neuhausen am Rheinfall,,2687774.515,1281802.697,bestehend,1986-1990,172,1,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240079,475752,SH,210,Zollstrasse,40,8212,Neuhausen am Rheinfall,,2687818.129,1281862.403,bestehend,1981-1985,344,5,,Heizkessel (gene.) für ein Geb.,2010-09-17
100240080,475753,SH,780,Bachtelstrasse,1,8212,Neuhausen am Rheinfall,,2687884.833,1282020.07,bestehend,1919-1945,99,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240081,475756,SH,1739,Speerblick,2,8212,Neuhausen am Rheinfall,,2687876.575,1282002.537,bestehend,1946-1960,73,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240082,475757,SH,1736,Speerblick,3,8212,Neuhausen am Rheinfall,,2687852.42,1281999.61,bestehend,1946-1960,72,1,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240083,475758,SH,1737,Speerblick,4,8212,Neuhausen am Rheinfall,,2687865.876,1282014.971,bestehend,1946-1960,72,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240084,475759,SH,1734,Speerblick,5,8212,Neuhausen am Rheinfall,,2687841.113,1282012.629,bestehend,1946-1960,74,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240085,475760,SH,1735,Speerblick,6,8212,Neuhausen am Rheinfall,,2687855.416,1282027.824,bestehend,1946-1960,81,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240086,475761,SH,1732,Speerblick,7,8212,Neuhausen am Rheinfall,,2687829.838,1282025.433,bestehend,1946-1960,73,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240087,475762,SH,1733,Speerblick,8,8212,Neuhausen am Rheinfall,,2687844.892,1282040.224,bestehend,1946-1960,80,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240088,475763,SH,1730,Speerblick,9,8212,Neuhausen am Rheinfall,,2687817.862,1282039.69,bestehend,1946-1960,99,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240089,475764,SH,1731,Speerblick,10,8212,Neuhausen am Rheinfall,,2687834.003,1282052.809,bestehend,1946-1960,80,1,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240090,475765,SH,228,Säntisweg,5,8212,Neuhausen am Rheinfall,,2687826.912,1281954.235,bestehend,1919-1945,82,3,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240091,475766,SH,229,Säntisweg,6,8212,Neuhausen am Rheinfall,,2687843.183,1281968.069,bestehend,1919-1945,73,3,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240092,475767,SH,1776,Säntisweg,6a,8212,Neuhausen am Rheinfall,,2687855.269,1281974.675,bestehend,1946-1960,121,1,,Ofen,2001-11-29
100240093,475770,SH,1215,Säntisweg,10,8212,Neuhausen am Rheinfall,,2687814.959,1282007.001,bestehend,1919-1945,215,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240094,475772,SH,1217,Säntisweg,12,8212,Neuhausen am Rheinfall,,2687805,1282019,abgebrochen,1919-1945,,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240095,475774,SH,212,Glärnischstrasse,3,8212,Neuhausen am Rheinfall,,2687780.023,1281932.756,bestehend,1946-1960,64,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240096,475775,SH,1562,Glärnischstrasse,4,8212,Neuhausen am Rheinfall,,2687807.218,1281939.752,bestehend,1946-1960,77,2,,Heizkessel (gen.) für mehr. Geb.,2021-01-12
100240097,475778,SH,783,Glärnischstrasse,8,8212,Neuhausen am Rheinfall,,2687777.448,1281971.08,bestehend,1919-1945,104,3,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240098,475779,SH,211,Glärnischstrasse,9,8212,Neuhausen am Rheinfall,,2687747.699,1281969.633,abgebrochen,1946-1960,58,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240099,475781,SH,203,Tödistrasse,9,8212,Neuhausen am Rheinfall,,2687725.845,1281886.587,bestehend,1946-1960,174,3,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240100,475782,SH,1251,Tödistrasse,10,8212,Neuhausen am Rheinfall,,2687751.052,1281901.591,bestehend,1919-1945,46,3,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240101,475783,SH,1633,Tödistrasse,11,8212,Neuhausen am Rheinfall,,2687719.32,1281902.243,bestehend,1946-1960,83,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240102,475784,SH,205,Tödistrasse,12,8212,Neuhausen am Rheinfall,,2687747.488,1281905.679,bestehend,1919-1945,47,3,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240103,475785,SH,1514,Tödistrasse,13,8212,Neuhausen am Rheinfall,,2687707.893,1281913.874,bestehend,1919-1945,72,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240104,475786,SH,139,Tödistrasse,14,8212,Neuhausen am Rheinfall,,2687733.612,1281927.326,bestehend,1986-1990,116,3,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240105,475787,SH,1515,Tödistrasse,15,8212,Neuhausen am Rheinfall,,2687694.87,1281920.807,bestehend,1961-1970,127,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240106,475790,SH,2820,Neubergstrasse,32,8212,Neuhausen am Rheinfall,,2687756.533,1281933.55,bestehend,1986-1990,110,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240107,475792,SH,208,Neubergstrasse,36,8212,Neuhausen am Rheinfall,,2687734.188,1281956.449,bestehend,1986-1990,166,3,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240108,475794,SH,2082,Neubergstrasse,42,8212,Neuhausen am Rheinfall,,2687703.123,1281881.531,bestehend,1971-1980,89,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240109,475796,SH,2084,Neubergstrasse,46,8212,Neuhausen am Rheinfall,,2687679.877,1281890.339,bestehend,1971-1980,88,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240110,475797,SH,2085,Hardstrasse,51,8212,Neuhausen am Rheinfall,,2687677.219,1281913.534,bestehend,1971-1980,109,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240111,475798,SH,186,Schützenstrasse,16,8212,Neuhausen am Rheinfall,Schulhaus GW I,2687581.273,1281798.599,bestehend,1946-1960,1575,2,,Wärmetauscher für ein Geb.,2017-12-28
100240112,475799,SH,1482,Bachtelstrasse,7,8212,Neuhausen am Rheinfall,,2687856.153,1282054.311,bestehend,1919-1945,78,2,,Heizkessel kond. für ein Geb.,2013-02-13
100240113,475800,SH,1203,Säntisweg,7,8212,Neuhausen am Rheinfall,,2687812.731,1281961.941,bestehend,1919-1945,156,3,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240114,475801,SH,227,Zollstrasse,30,8212,Neuhausen am Rheinfall,,2687888.493,1281955.501,bestehend,Vor 1919,669,3,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240115,475802,SH,227,Säntisweg,2,8212,Neuhausen am Rheinfall,,2687874.789,1281936.958,bestehend,1919-1945,117,4,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240116,475803,SH,226,Säntisweg,1,8212,Neuhausen am Rheinfall,,2687853.776,1281917.583,bestehend,1981-1985,387,6,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240117,475806,SH,1209,Neubergstrasse,7,8212,Neuhausen am Rheinfall,,2687954.124,1282088.025,bestehend,1919-1945,84,3,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240118,475808,SH,1830,Hardstrasse,3,8212,Neuhausen am Rheinfall,,2687980.469,1282118.073,bestehend,1946-1960,162,4,,Heizkessel (gen.) für mehr. Geb.,2001-11-29
100240119,475810,SH,223,Zollstrasse,14,8212,Neuhausen am Rheinfall,Neue Welt,2687999.988,1282068.987,bestehend,Vor 1919,161,3,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240120,475811,SH,2565,Zollstrasse,16,8212,Neuhausen am Rheinfall,,2687980.824,1282069.867,bestehend,1986-1990,516,5,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240121,475812,SH,1211,Zollstrasse,18,8212,Neuhausen am Rheinfall,,2687967.895,1282042.948,bestehend,1919-1945,86,3,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240122,475813,SH,1210,Zollstrasse,20,8212,Neuhausen am Rheinfall,,2687961.892,1282036.162,bestehend,1919-1945,86,3,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240123,475814,SH,222,Zollstrasse,22,8212,Neuhausen am Rheinfall,,2687950.769,1282020.485,bestehend,Vor 1919,98,3,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240124,474269,SH,468,Underes Ätzisloo,189,8232,Merishausen,,2685098.725,1291681.074,bestehend,1946-1960,50,1,,Ofen,2001-11-29
100240125,474270,SH,465,Underes Ätzisloo,205,8232,Merishausen,,2684990.309,1291636.841,bestehend,1946-1960,78,2,,Ofen,2001-11-29
100240126,474272,SH,809,Wüscherstrasse,7,8212,Neuhausen am Rheinfall,,2688814.146,1281709.406,bestehend,Vor 1919,124,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240127,474274,SH,814,Schulstrasse,2,8212,Neuhausen am Rheinfall,,2688803.29,1281763.497,bestehend,Vor 1919,167,3,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240128,474275,SH,815,Schulstrasse,4,8212,Neuhausen am Rheinfall,,2688818.413,1281749.818,bestehend,Vor 1919,152,3,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240129,474276,SH,816,Schulstrasse,6,8212,Neuhausen am Rheinfall,,2688834.638,1281735.383,bestehend,Vor 1919,185,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240130,474278,SH,808,Rheingoldstrasse,18,8212,Neuhausen am Rheinfall,,2688796.957,1281736.653,bestehend,1946-1960,226,7,,Heizkessel (gen.) für mehr. Geb.,2001-11-29
100240131,474279,SH,805,Rheingoldstrasse,14a,8212,Neuhausen am Rheinfall,,2688775.421,1281701.94,bestehend,1946-1960,231,5,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240132,474280,SH,805,Rheingoldstrasse,14,8212,Neuhausen am Rheinfall,Volkshaus,2688760.986,1281725.511,bestehend,Vor 1919,475,4,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240133,474281,SH,830,Wüscherstrasse,6,8212,Neuhausen am Rheinfall,SIG-Hus,2688812.918,1281646.353,bestehend,1919-1945,1301,3,1,Heizkessel (gen.) für mehr. Geb.,2001-11-29
100240134,474283,SH,832,Wüscherstrasse,10,8212,Neuhausen am Rheinfall,,2688832.688,1281668.98,bestehend,Vor 1919,102,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240135,482725,SH,256,Badischhof,166,8262,Ramsen,,2702851.667,1285077.183,bestehend,Vor 1919,135,2,,Ofen,2001-11-29
100240136,482728,SH,257,Badischhof,165,8262,Ramsen,,2702829.885,1285058.247,bestehend,Vor 1919,79,3,,Ofen,2001-11-29
100240137,482729,SH,251,Im Gässli,169,8262,Ramsen,,2702821.966,1285074.828,bestehend,1919-1945,78,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240138,482732,SH,1092,Wisliweg,245,8262,Ramsen,,2703164.121,1285243.951,bestehend,1971-1980,99,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240139,482735,SH,59,Sonnenstrasse,271,8262,Ramsen,,2703083.732,1284969.378,bestehend,Vor 1919,282,3,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240140,482736,SH,52,Buttelestrasse,221,8262,Ramsen,,2703131.43,1285260.677,bestehend,Vor 1919,223,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240141,482737,SH,211,Hauptstrasse,260,8262,Ramsen,Schäfli,2702949.896,1284971.887,bestehend,1919-1945,301,3,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240142,482738,SH,64,Schulweg,232,8262,Ramsen,,2702959.223,1285152.267,bestehend,Vor 1919,247,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240145,482740,SH,81,Hauptstrasse,268,8262,Ramsen,,2703036.905,1284972.115,bestehend,Vor 1919,83,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240146,482742,SH,80,Ankerstrasse,267,8262,Ramsen,,2703037.666,1284987.01,bestehend,Vor 1919,68,2,,Wärmepumpe für ein Geb.,2001-11-29
100240147,482744,SH,60,Hauptstrasse,270,8262,Ramsen,,2703064.147,1284978.072,bestehend,Vor 1919,325,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240148,482745,SH,186,Buttelestrasse,235,8262,Ramsen,,2702917.923,1285169.889,bestehend,Vor 1919,201,2,,Elektro-Zentralheizung ein Geb.,2001-11-29
100240149,482747,SH,191,Pfarrhofweg,241b,8262,Ramsen,Pfarrhaus,2702963.173,1285067.664,bestehend,Vor 1919,158,2,,Heizkessel (gen.) für mehr. Geb.,2001-11-29
100240150,482750,SH,207,Hauptstrasse,263,8262,Ramsen,Dreier-Huus,2702981.863,1284977.906,bestehend,Vor 1919,75,3,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240151,482751,SH,203,Hauptstrasse,253,8262,Ramsen,,2702922.092,1284993.992,bestehend,Vor 1919,92,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240152,482752,SH,74,Schulweg,229,8262,Ramsen,,2703006.66,1285038.707,bestehend,Vor 1919,107,2,,Elektro-Zentralheizung ein Geb.,2001-11-29
100240153,482753,SH,68,Schulweg,231,8262,Ramsen,,2702973.119,1285104.565,abgebrochen,Vor 1919,103,2,,Ofen,2001-11-29
100240154,482754,SH,199,Hauptstrasse,258,8262,Ramsen,,2702943.309,1285018.674,bestehend,Vor 1919,226,3,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240155,482755,SH,204,Hauptstrasse,255,8262,Ramsen,,2702930.239,1284996.314,bestehend,Vor 1919,92,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240156,482757,SH,55,Ankerstrasse,223,8262,Ramsen,,2703068.231,1285059.45,bestehend,Vor 1919,291,2,,Elektro-Zentralheizung ein Geb.,2001-11-29
100240157,482759,SH,53,Ankerstrasse,294,8262,Ramsen,,2703081.815,1285186.144,bestehend,Vor 1919,215,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240158,482760,SH,75,Schulweg,227,8262,Ramsen,,2703026.242,1285019.114,bestehend,Vor 1919,287,3,,Ofen,2001-11-29
100240159,482761,SH,197,Hauptstrasse,248,8262,Ramsen,,2702917.348,1285033.29,bestehend,Vor 1919,97,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240160,482762,SH,442,Buttelestrasse,335,8262,Ramsen,,2703013.193,1285237.069,bestehend,1986-1990,236,1,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240161,482763,SH,69,Ankerstrasse,225,8262,Ramsen,,2703017.06,1285073.911,bestehend,Vor 1919,293,2,,Ofen,2001-11-29
100240162,482765,SH,198,Pfarrhofweg,247,8262,Ramsen,,2702948.461,1285030.714,bestehend,Vor 1919,81,2,,Ofen,2021-06-17
100240163,482766,SH,235,Oberdorf,185,8262,Ramsen,Altersheim,2702763.74,1285132.754,bestehend,1991-1995,1481,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240164,482767,SH,1275,Wiesholz,34,8262,Ramsen,Heilpädagogische Schule,2704823.345,1285283.366,bestehend,Vor 1919,166,3,,Wärmepumpe für mehr. Geb.,2001-11-29
100240165,482771,SH,1144,Roseneggstrasse,465,8262,Ramsen,,2703603.671,1285241.559,bestehend,1981-1985,102,2,,Elektro direkt,2021-09-29
100240166,482772,SH,1135,Roseneggstrasse,458,8262,Ramsen,,2703601.397,1285210.727,bestehend,1981-1985,102,3,,Elektro-Zentralheizung ein Geb.,2001-11-29
100240167,482775,SH,1011,Sonnenstrasse,400,8262,Ramsen,,2703603.678,1285103.65,bestehend,1961-1970,146,2,,Elektro-Zentralheizung ein Geb.,2001-11-29
100240168,482778,SH,996,Roseneggstrasse,367,8262,Ramsen,,2703600,1285030,abgebrochen,1946-1960,,2,,Wärmetauscher für mehr. Geb.,2001-11-29
100240169,482780,SH,1065,Sonnenstrasse,435,8262,Ramsen,,2703694.092,1285209.309,bestehend,1971-1980,1573,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240170,482781,SH,9,Moskau,303,8262,Ramsen,,2703774.095,1285230.961,bestehend,1919-1945,141,3,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240171,482785,SH,5,Moskau,296,8262,Ramsen,,2703801.97,1285368.932,bestehend,Vor 1919,173,2,,Heizkessel kond. für ein Geb.,2021-06-17
100240172,482786,SH,4,Moskau,59,8262,Ramsen,,2703815.926,1285404.509,bestehend,1919-1945,133,2,,Elektro-Zentralheizung ein Geb.,2001-11-29
100240173,482787,SH,3,Moskau,60,8262,Ramsen,,2703831.957,1285429.52,bestehend,Vor 1919,129,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240174,482788,SH,1466,Moskau,304,8262,Ramsen,Zollgebäude,2703854.002,1285455.27,bestehend,Vor 1919,151,3,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240175,482789,SH,12,Moskau,309,8262,Ramsen,Zollabfertigung,2703828,1285486,abgebrochen,Vor 1919,,3,2,Heizkessel (gene.) für ein Geb.,2001-11-29
100240176,482790,SH,106,Härdlistrasse,322,8262,Ramsen,,2703751.247,1285470.061,bestehend,1961-1970,162,3,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240177,482791,SH,14,Moskau,305,8262,Ramsen,,2703823,1285461,abgebrochen,1946-1960,,3,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240179,482794,SH,17,Moskau,313,8262,Ramsen,,2703768.724,1285388.487,bestehend,Vor 1919,383,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240180,482795,SH,1484,Moskau,312,8262,Ramsen,,2703764.093,1285353.054,bestehend,Vor 1919,213,2,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240181,482796,SH,1169,Moskau,292,8262,Ramsen,,2703701.008,1285329.773,bestehend,1986-1990,161,2,,Heizkessel (gen.) für mehr. Geb.,2001-11-29
100240182,482798,SH,32,Petersburg,56,8262,Ramsen,Ilgenpark,2703699.217,1285045.039,bestehend,Vor 1919,774,3,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240183,482799,SH,142,Wilerstrasse,84a,8262,Ramsen,,2703130.071,1284809.637,bestehend,Vor 1919,34,3,,Heizkessel (gene.) für ein Geb.,2001-11-29
100240184,482800,SH,142,Wilerstrasse,84,8262,Ramsen,,2703116.947,1284826.678,bestehend,Vor 1919,168,3,,Wärmepumpe für ein Geb.,2001-11-29
100240185,482801,SH,126,Hinterdorf,85,8262,Ramsen,,2703107.524,1284854.737,bestehend,Vor 1919,220,2,,Ofen,2001-11-29
